school,school_id,name,department,rating,difficulty,takeagain,most_common_tag,tags
University of Wisconsin - La Crosse,3978,Robert Ragan  ,Physics,3.2,3.2,67%,,
University of Wisconsin - La Crosse,3978,Connie Arzigian  ,Anthropology,4.5,1.6,25%,,
University of Wisconsin - La Crosse,3978,Beth Hartung  ,Ethnic Studies,4.6,1.6,,,
University of Wisconsin - La Crosse,3978,Lola Faber  ,Languages,,1.6,,,
University of Wisconsin - La Crosse,3978,George Arimond  ,Not Specified,3.6,1.6,,,
University of Wisconsin - La Crosse,3978,Cam Choy  ,Fine Arts,4.5,1.6,,,
University of Wisconsin - La Crosse,3978,Amena Khandker  ,Economics,2.7,,50%,,
University of Wisconsin - La Crosse,3978,Mary Klankowski  ,Mathematics,3.9,,,,
University of Wisconsin - La Crosse,3978,Jon Janz  ,Health Science,4.6,,,,
University of Wisconsin - La Crosse,3978,John Ready  ,Fine Arts,4.4,1.5,100%,,
University of Wisconsin - La Crosse,3978,Cordial Gillette  ,Physical Ed,3.3,1.5,,,
University of Wisconsin - La Crosse,3978,James Theler  ,Anthropology,4.4,1.5,,,
University of Wisconsin - La Crosse,3978,Beth Satory  ,Psychology,2.2,1.5,,,
University of Wisconsin - La Crosse,3978,Sandra Krajewski  ,Women's Studies,4.3,1.5,,,
University of Wisconsin - La Crosse,3978,William Ross  ,Management,3.7,3.3,40%,,
University of Wisconsin - La Crosse,3978,Wayne (buzz) Bocher  ,Environmental Studies,,3.3,,,
University of Wisconsin - La Crosse,3978,Joseph Tiffany  ,Archaeology,3.6,3.3,,,
University of Wisconsin - La Crosse,3978,R Carney  ,Finance,3.1,3.3,,,
University of Wisconsin - La Crosse,3978,Steve Dew  ,Physical Ed,4.9,3.3,,,
University of Wisconsin - La Crosse,3978,Melanie Cary  ,Psychology,3.4,3.1,34%,,
University of Wisconsin - La Crosse,3978,Bee Lo  ,Languages,4.7,3.1,,,
University of Wisconsin - La Crosse,3978,Rob Mc Gaff  ,Chemistry,3.5,3.5,67%,,
University of Wisconsin - La Crosse,3978,Keith Wadell  ,Not Specified,1.8,3.5,,,
University of Wisconsin - La Crosse,3978,Bart Van Voorhis  ,Psychology,3.6,3.5,,,
University of Wisconsin - La Crosse,3978,S.N. Rajagopel  ,Biology,2.9,3.5,,,
University of Wisconsin - La Crosse,3978,Jearold Holland  ,Not Specified,4.3,2.4,100%,,
University of Wisconsin - La Crosse,3978,John Gardner  ,Accounting,3.1,2.4,,,
University of Wisconsin - La Crosse,3978,Paul Rusterholz  ,Music,4.3,2.4,,,
University of Wisconsin - La Crosse,3978,Timothy Thornton  ,Sociology,4.5,2.4,,,
University of Wisconsin - La Crosse,3978,Joe Kastantin  ,Accounting,2.8,2.4,,,
University of Wisconsin - La Crosse,3978,Betty Deboer  ,Psychology,3.6,2.4,,,
University of Wisconsin - La Crosse,3978,Greg Walsko  ,Education,2.7,2.4,,,
University of Wisconsin - La Crosse,3978,Lise Graham  ,Finance,4.7,3.5,100%,,
University of Wisconsin - La Crosse,3978,Sheri Ross  ,Philosophy,3.9,2.7,100%,,
University of Wisconsin - La Crosse,3978,Tom Hench  ,Management,4.1,2.7,,,
University of Wisconsin - La Crosse,3978,Michael Winfrey  ,Microbiology,3.5,2.7,,,
University of Wisconsin - La Crosse,3978,Glenn Wright  ,Health Science,4.2,3.5,29%,,
University of Wisconsin - La Crosse,3978,Leticia Pena  ,Management,2.8,3.5,,,
University of Wisconsin - La Crosse,3978,Thomas Volk  ,Biology,3.3,4.1,77%,,
University of Wisconsin - La Crosse,3978,Brian Yang  ,Information Science,2.5,4.1,,,
University of Wisconsin - La Crosse,3978,Jodi Vandenberg-Daves  ,History,3.8,2.4,59%,,
University of Wisconsin - La Crosse,3978,Karen Skemp  ,Nutrition,3.6,2.7,90%,,
University of Wisconsin - La Crosse,3978,Bernadette Taylor  ,Microbiology,4.2,3.2,50%,,
University of Wisconsin - La Crosse,3978,Kendall Staggs  ,History,3.8,3.2,,,
University of Wisconsin - La Crosse,3978,Kenneth Winter  ,Accounting,,3.2,,,
University of Wisconsin - La Crosse,3978,Lyndon Zink  ,Physics,2.6,3.6,25%,,
University of Wisconsin - La Crosse,3978,James Peirce  ,Mathematics,,3.1,81%,,
University of Wisconsin - La Crosse,3978,Pari Ghodsian  ,Chemistry,,3.7,34%,,
University of Wisconsin - La Crosse,3978,Pat Healy  ,Physical Ed,4.8,3.7,,,
University of Wisconsin - La Crosse,3978,Anne Drecktrah  ,Theater,2.3,3.7,,,
University of Wisconsin - La Crosse,3978,Keith Beyer  ,Chemistry,3.5,3.5,93%,,
University of Wisconsin - La Crosse,3978,Jennifer Kosiak  ,Mathematics,4.8,1.8,100%,,
University of Wisconsin - La Crosse,3978,Michael Tollefson  ,Communication,4.1,,58%,,
University of Wisconsin - La Crosse,3978,Donald Sloan  ,Fine Arts,4.3,,,,
University of Wisconsin - La Crosse,3978,Greg Chu  ,Geography,3.1,,,,
University of Wisconsin - La Crosse,3978,Anne Babich  ,Accounting,4.4,,,,
University of Wisconsin - La Crosse,3978,Rob Tyser  ,Biology,4.5,,,,
University of Wisconsin - La Crosse,3978,Gary Gilmore  ,Health Science,4.8,,,,
University of Wisconsin - La Crosse,3978,Dave Olson  ,Mathematics,4.6,2.1,100%,,
University of Wisconsin - La Crosse,3978,Faye Ellis  ,Biology,4.2,2.8,100%,,
University of Wisconsin - La Crosse,3978,Judy Young  ,Mathematics,3.9,2.9,74%,,
University of Wisconsin - La Crosse,3978,Scott Doberstein  ,Physical Ed,4.7,2.9,100%,,
University of Wisconsin - La Crosse,3978,Garth Tymeson  ,Physical Education,2.9,2.9,,,
University of Wisconsin - La Crosse,3978,Micheal Devine  ,Management,3.2,2.9,,,
University of Wisconsin - La Crosse,3978,Michele Thorman  ,Health Science,,2.9,,,
University of Wisconsin - La Crosse,3978,Kay Robinson  ,Ethnic Studies,4.9,2.8,100%,,
University of Wisconsin - La Crosse,3978,Anja Rossinni  ,Biology,4.5,2.8,,,
University of Wisconsin - La Crosse,3978,Maria Ghiggia  ,Languages,4.3,2.8,100%,,
University of Wisconsin - La Crosse,3978,Kelly Nowicki  ,Marketing,4.3,2.5,100%,,
University of Wisconsin - La Crosse,3978,Daniel Duquette  ,Health Science,2.9,3.2,34%,,
University of Wisconsin - La Crosse,3978,Janet Kirsch  ,Chemistry,3.6,3.5,84%,,
University of Wisconsin - La Crosse,3978,Renee Redman  ,Health Science,4.4,2.5,100%,,
University of Wisconsin - La Crosse,3978,J Toce  ,Chemistry,2.5,2.5,,,
University of Wisconsin - La Crosse,3978,Francine Klien  ,Languages,2.8,2.5,,,
University of Wisconsin - La Crosse,3978,Walter Elder  ,Theater,4.2,2.5,,,
University of Wisconsin - La Crosse,3978,Charissa Niedzwiecki  ,Communication,3.3,2.1,67%,,
University of Wisconsin - La Crosse,3978,Mike Hoffman  ,Microbiology,,3.3,88%,,
University of Wisconsin - La Crosse,3978,. Brown  ,Music,2.7,3.3,,,
University of Wisconsin - La Crosse,3978,Tracy Caravella  ,Health Science,4.8,1.5,100%,,
University of Wisconsin - La Crosse,3978,Aric Opdahl  ,Chemistry,4.3,2.8,100%,,
University of Wisconsin - La Crosse,3978,Jeff Steffen  ,Physical Ed,,2.8,,,
University of Wisconsin - La Crosse,3978,Kerrie Hoar  ,Biology,4.2,2.8,,,
University of Wisconsin - La Crosse,3978,Melanie Healy  ,Physical Ed,3.9,1.3,69%,,
University of Wisconsin - La Crosse,3978,Bruce Gustafson  ,Chemistry,4.3,1.3,,,
University of Wisconsin - La Crosse,3978,N Roberts  ,Languages,3.4,1.3,,,
University of Wisconsin - La Crosse,3978,Juan Yepes  ,Languages,4.1,1.3,,,
University of Wisconsin - La Crosse,3978,Carl Foster  ,Health Science,3.1,1.3,,,
University of Wisconsin - La Crosse,3978,John Medinger  ,Political Science,4.7,1.3,,,
University of Wisconsin - La Crosse,3978,Ryan Freisen  ,English,3.2,2.7,29%,,
University of Wisconsin - La Crosse,3978,Dean Stroud  ,Languages,4.8,2.7,,,
University of Wisconsin - La Crosse,3978,Guy Herling  ,Health Science,,2.7,,,
University of Wisconsin - La Crosse,3978,Mike Bechtel  ,Chemistry,4.9,2.7,,,
University of Wisconsin - La Crosse,3978,Gail Gillis  ,Management,2.6,2.8,50%,,
University of Wisconsin - La Crosse,3978,Lois Heeren  ,Health Science,,2.8,,,
University of Wisconsin - La Crosse,3978,Chris Helixon  ,Health Science,4.7,,100%,,
University of Wisconsin - La Crosse,3978,T Krueger  ,Finance,3.6,,,,
University of Wisconsin - La Crosse,3978,Douglas Weidenbach  ,Philosophy,2.1,,,,
University of Wisconsin - La Crosse,3978,John Milek  ,Management,3.4,,,,
University of Wisconsin - La Crosse,3978,Meredith Thomsen  ,Biology,3.1,2.7,50%,,
University of Wisconsin - La Crosse,3978,Mark Huesmann  ,Business,4.3,3.5,96%,,
University of Wisconsin - La Crosse,3978,M Cashion  ,English,,2.1,50%,,
University of Wisconsin - La Crosse,3978,Mark Gibson  ,Health Science,4.3,2.3,100%,,
University of Wisconsin - La Crosse,3978,. Redmann  ,Biology,4.2,2.3,,,
University of Wisconsin - La Crosse,3978,Patrick T. Randolph  ,English As A Second Language,4.7,3.3,100%,,
University of Wisconsin - La Crosse,3978,Eric Barnes  ,Physics,2.9,3.5,62%,,
University of Wisconsin - La Crosse,3978,Bob Jecklin  ,Health Science,3.1,3.5,,,
University of Wisconsin - La Crosse,3978,John Porcari  ,Health Science,,3.5,,,
University of Wisconsin - La Crosse,3978,Kristi Cadwell  ,Health Science,,3.5,,,
University of Wisconsin - La Crosse,3978,Anne Meyer  ,Health Science,,3.5,,,
University of Wisconsin - La Crosse,3978,Chris Dodge  ,Health Science,,3.5,,,
University of Wisconsin - La Crosse,3978,Kristin Greany  ,Health Science,3.6,2.5,100%,,
University of Wisconsin - La Crosse,3978,Sherwin Toribio  ,Mathematics,3.9,3.3,79%,,
University of Wisconsin - La Crosse,3978,Karen Sherman  ,Languages,3.2,3.3,,,
University of Wisconsin - La Crosse,3978,David Hart  ,English,4.2,2.4,78%,,
University of Wisconsin - La Crosse,3978,Vincent Her  ,Ethnic Studies,3.8,,64%,,
University of Wisconsin - La Crosse,3978,Peng Huang  ,Economics,4.2,,,,
University of Wisconsin - La Crosse,3978,Emily Johnson  ,Psychology,2.7,,,,
University of Wisconsin - La Crosse,3978,Andrea Peirce  ,Biology,4.5,,,,
University of Wisconsin - La Crosse,3978,Jon Hasenbank  ,Mathematics,2.9,,,,
University of Wisconsin - La Crosse,3978,Dana McConnell  ,Theater,1.5,,,,
University of Wisconsin - La Crosse,3978,Barbara Bennie  ,Mathematics,4.7,2.3,100%,,
University of Wisconsin - La Crosse,3978,Gretchen Berns  ,Not Specified,2.3,2.3,,,
University of Wisconsin - La Crosse,3978,Richard McLaughlin  ,Health Science,4.3,2.3,,,
University of Wisconsin - La Crosse,3978,David Phipps  ,Music,4.3,1.5,84%,,
University of Wisconsin - La Crosse,3978,T.J. Mickschl  ,Physical Education,3.5,1.5,,,
University of Wisconsin - La Crosse,3978,Dave Malecek  ,Physical Education,4.5,1.5,,,
University of Wisconsin - La Crosse,3978,Omar Rivera  ,Philosophy,4.1,1.5,,,
University of Wisconsin - La Crosse,3978,Jean Janecki  ,Languages,3.6,1.5,,,
University of Wisconsin - La Crosse,3978,Kathryn Birkeland  ,Economics,4.1,1.5,,,
University of Wisconsin - La Crosse,3978,Terry Smith  ,Communication,4.8,1.6,92%,,
University of Wisconsin - La Crosse,3978,Alex O'Brien  ,Psychology,4.6,2.6,93%,,
University of Wisconsin - La Crosse,3978,Travis Melin  ,Biology,3.8,2.6,,,
University of Wisconsin - La Crosse,3978,Jo Arney  ,Political Science,4.8,2.2,100%,,
University of Wisconsin - La Crosse,3978,Greg Sandland  ,Biology,4.9,3.3,100%,,
University of Wisconsin - La Crosse,3978,Gabriela Dongo  ,International Studies,,3.3,,,
University of Wisconsin - La Crosse,3978,Horst Jedele  ,Economics,2.8,3.3,,,
University of Wisconsin - La Crosse,3978,Haluk Gedikoglu  ,Economics,3.2,3.3,,,
University of Wisconsin - La Crosse,3978,Nicholas Downey  ,Biology,2.8,3.3,,,
University of Wisconsin - La Crosse,3978,Joanne Glasser  ,Psychology,,3.3,,,
University of Wisconsin - La Crosse,3978,Marisa Barbknecht  ,Microbiology,4.3,2.8,77%,,
University of Wisconsin - La Crosse,3978,Amy Sullivan  ,Women's Studies,4.3,2.8,,,
University of Wisconsin - La Crosse,3978,Mandy Hart  ,Theater,4.7,2.8,,,
University of Wisconsin - La Crosse,3978,Eric Strauss  ,Biology,4.3,2.7,100%,,
University of Wisconsin - La Crosse,3978,Amanda Hart  ,Theater,,1.1,100%,,
University of Wisconsin - La Crosse,3978,Karen Stuart  ,English,,1.1,,,
University of Wisconsin - La Crosse,3978,John Grider  ,History,3.6,2.7,91%,,
University of Wisconsin - La Crosse,3978,Brad Nichols  ,Fine Arts,4.7,1.4,100%,,
University of Wisconsin - La Crosse,3978,Christine Hippert  ,Anthropology,4.1,3.3,88%,,
University of Wisconsin - La Crosse,3978,Casey Tobin  ,Psychology,4.4,2.8,100%,,
University of Wisconsin - La Crosse,3978,Dung Ngo  ,Psychology,3.5,2.8,100%,,
University of Wisconsin - La Crosse,3978,Davide Secchi  ,Management,3.6,2.8,,,
University of Wisconsin - La Crosse,3978,Jeff Kueny  ,Geography,2.8,,33%,,
University of Wisconsin - La Crosse,3978,Heike Hunter  ,Communication,4.6,1.6,95%,,
University of Wisconsin - La Crosse,3978,Ben Stern  ,Fine Arts,4.8,1.6,,,
University of Wisconsin - La Crosse,3978,Kathryn Jan  ,Economics,,1.6,,,
University of Wisconsin - La Crosse,3978,Futabo Okamoto  ,Mathematics,,1.6,,,
University of Wisconsin - La Crosse,3978,John Nelson  ,Geography,,1.6,,,
University of Wisconsin - La Crosse,3978,Shane Van Dalsem  ,Finance,3.9,1.6,,,
University of Wisconsin - La Crosse,3978,Matt Vogel  ,Health Science,,1.6,,,
University of Wisconsin - La Crosse,3978,Jim Carlson  ,Education,1.9,1.6,,,
University of Wisconsin - La Crosse,3978,Carol Angell  ,Education,3.9,1.6,,,
University of Wisconsin - La Crosse,3978,Sue Anglehart  ,Microbiology,4.3,3.2,84%,,
University of Wisconsin - La Crosse,3978,Natalie Eschenbaum  ,English,4.7,3.2,,,
University of Wisconsin - La Crosse,3978,Darci Thoune  ,English,4.3,2.8,100%,,
University of Wisconsin - La Crosse,3978,Mike Brennan  ,Sociology,,2.8,,,
University of Wisconsin - La Crosse,3978,Mary Love  ,Education,2.2,2.8,,,
University of Wisconsin - La Crosse,3978,Gary Willhite  ,Education,3.8,2.3,85%,,
University of Wisconsin - La Crosse,3978,Peter Stovall  ,Education,4.5,2.3,,,
University of Wisconsin - La Crosse,3978,Jim Jorstad  ,Education,1.5,2.3,,,
University of Wisconsin - La Crosse,3978,Adam Maronde  ,Health Science,,2.3,,,
University of Wisconsin - La Crosse,3978,Gail McCormick  ,Health Science,4.8,1.1,100%,,
University of Wisconsin - La Crosse,3978,Sara Burton  ,Science,3.9,1.1,,,
University of Wisconsin - La Crosse,3978,Scott Stine  ,Not Specified,4.9,1.1,100%,,
University of Wisconsin - La Crosse,3978,Marti Lybeck  ,History,2.3,3.3,25%,,
University of Wisconsin - La Crosse,3978,David Anderson  ,Archaeology,4.3,2.3,79%,,
University of Wisconsin - La Crosse,3978,James Longhurst  ,History,3.2,3.6,58%,,
University of Wisconsin - La Crosse,3978,Kendric Nelson  ,Chemistry,3.8,3.7,88%,,
University of Wisconsin - La Crosse,3978,Tisha King Heiden  ,Biology,3.4,3.7,50%,,
University of Wisconsin - La Crosse,3978,Janice Ward  ,Computer Science,,3.7,,,
University of Wisconsin - La Crosse,3978,Jessie Eisner-Kleyle  ,Graphic Arts,3.8,3.7,,,
University of Wisconsin - La Crosse,3978,Kate Fireovid  ,Science,,3.7,,,
University of Wisconsin - La Crosse,3978,Michael Boland  ,Business,3.9,2.2,73%,,
University of Wisconsin - La Crosse,3978,Kathryn Perez  ,Biology,3.1,2.2,,,
University of Wisconsin - La Crosse,3978,Ryan McKelley  ,Psychology,4.6,2.6,100%,,
University of Wisconsin - La Crosse,3978,Dena Huisman  ,Communication,3.9,2.7,67%,,
University of Wisconsin - La Crosse,3978,Amber Hackman  ,Languages,4.5,2.7,,,
University of Wisconsin - La Crosse,3978,Sara Docan-Morgan  ,Communication,4.6,3.7,75%,,
University of Wisconsin - La Crosse,3978,Elizabeth Canon  ,English,3.4,3.7,,,
University of Wisconsin - La Crosse,3978,Jennifer Mohlenhoff-Baggett  ,English,4.5,2.2,95%,,
University of Wisconsin - La Crosse,3978,Ted Wendt  ,Mathematics,4.3,2.2,,,
University of Wisconsin - La Crosse,3978,Tony Docan-Morgan  ,Communication,4.8,3.1,100%,,
University of Wisconsin - La Crosse,3978,Stella Vognar  ,Art History,3.1,3.1,,,
University of Wisconsin - La Crosse,3978,Theodore Wendt  ,Mathematics,4.4,3.1,,,
University of Wisconsin - La Crosse,3978,Peter Haried  ,Computer Science,4.3,2.3,100%,,
University of Wisconsin - La Crosse,3978,Dena Huesmann  ,Communication,4.5,2.3,,,
University of Wisconsin - La Crosse,3978,Diana Tempski  ,Finance,4.4,2.4,100%,,
University of Wisconsin - La Crosse,3978,Maggie McDermott  ,Marketing,2.5,2.7,31%,,
University of Wisconsin - La Crosse,3978,Rob Wolf  ,Finance,3.2,2.7,,,
University of Wisconsin - La Crosse,3978,Linda Sherony  ,Accounting,3.4,3.7,46%,,
University of Wisconsin - La Crosse,3978,Melissa Anderson  ,Chemistry,2.6,3.7,,,
University of Wisconsin - La Crosse,3978,Charles Martin-Stanley  ,Psychology,4.5,3.7,,,
University of Wisconsin - La Crosse,3978,Shelly Lesher  ,Physics,2.4,,100%,,
University of Wisconsin - La Crosse,3978,Cindy Duley  ,Education,,,,,
University of Wisconsin - La Crosse,3978,Nadia Carmosini  ,Chemistry,3.6,3.7,75%,,
University of Wisconsin - La Crosse,3978,Peter Fitschen  ,Biology,,3.7,,,
University of Wisconsin - La Crosse,3978,Lee Baines  ,Biology,3.7,3.4,60%,,
University of Wisconsin - La Crosse,3978,William Grey  ,Biology,,3.4,,,
University of Wisconsin - La Crosse,3978,Magaret Finders  ,English,,3.4,,,
University of Wisconsin - La Crosse,3978,James Murray  ,Economics,3.7,2.8,75%,,
University of Wisconsin - La Crosse,3978,Anthony Sanderfoot  ,Biology,,,80%,,
University of Wisconsin - La Crosse,3978,Will Gray  ,Biology,,,,,
University of Wisconsin - La Crosse,3978,Colin Belby  ,Geography,3.8,3.3,70%,,
University of Wisconsin - La Crosse,3978,Joce Newton  ,Psychology,3.9,1.7,100%,,
University of Wisconsin - La Crosse,3978,Rosacker Kris  ,Accounting,,1.7,,,
University of Wisconsin - La Crosse,3978,Heidi Morrison  ,History,2.2,,17%,,
University of Wisconsin - La Crosse,3978,Alfredo Aranda  ,Languages,,,,,
University of Wisconsin - La Crosse,3978,Robert Haworth  ,Education,3.9,,,,
University of Wisconsin - La Crosse,3978,John Nunley  ,Economics,4.5,3.4,93%,,
University of Wisconsin - La Crosse,3978,Luke Schaaf  ,English,4.3,,88%,,
University of Wisconsin - La Crosse,3978,Audrey Elegbede  ,Ethnic Studies,3.3,3.2,43%,,
University of Wisconsin - La Crosse,3978,Wen Lin  ,Geography,3.4,3.2,,,
University of Wisconsin - La Crosse,3978,Melissa Bingham  ,Mathematics,4.8,2.3,100%,,
University of Wisconsin - La Crosse,3978,Robert Rosacker  ,Accounting,2.6,2.3,,,
University of Wisconsin - La Crosse,3978,Robert Wilkie  ,English,3.5,2.3,60%,,
University of Wisconsin - La Crosse,3978,David Crewe  ,Health Science,,2.3,,,
University of Wisconsin - La Crosse,3978,Heather Mathison  ,Mathematics,3.6,2.3,,,
University of Wisconsin - La Crosse,3978,Sumei Liu  ,Biology,3.3,3.6,47%,,
University of Wisconsin - La Crosse,3978,Kristofer Rolfhus  ,Chemistry,4.3,3.3,100%,,
University of Wisconsin - La Crosse,3978,Tony Sanderfoot  ,Biology,3.7,,100%,,
University of Wisconsin - La Crosse,3978,Bianca Basten  ,Psychology,4.3,2.9,93%,,
University of Wisconsin - La Crosse,3978,Huiya Yan  ,Mathematics,3.3,3.2,37%,,
University of Wisconsin - La Crosse,3978,Sam Cocks  ,Philosophy,4.8,1.6,100%,,
University of Wisconsin - La Crosse,3978,Megan Riley  ,Theater,4.7,1.6,,,
University of Wisconsin - La Crosse,3978,Ryan Perroy  ,Geology,3.7,1.6,,,
University of Wisconsin - La Crosse,3978,Jorge Aguilar-Sanchez  ,Languages,3.3,1.6,,,
University of Wisconsin - La Crosse,3978,Seth King  ,Physics,4.1,2.9,100%,,
University of Wisconsin - La Crosse,3978,Michele Pettit  ,Health Science,4.2,2.4,100%,,
University of Wisconsin - La Crosse,3978,Darby Oldenburg  ,Health Science,4.5,1.7,100%,,
University of Wisconsin - La Crosse,3978,Anton Sandefoot  ,Biology,,1.7,,,
University of Wisconsin - La Crosse,3978,William Maas  ,Business,3.7,3.5,80%,,
University of Wisconsin - La Crosse,3978,Steven Tippins  ,Finance,4.1,3.5,,,
University of Wisconsin - La Crosse,3978,Binod Shrestha  ,Fine Arts,3.6,3.5,,,
University of Wisconsin - La Crosse,3978,Chris Newton  ,Psychology,3.3,3.5,,,
University of Wisconsin - La Crosse,3978,Margaret Finders  ,English,4.2,3.5,,,
University of Wisconsin - La Crosse,3978,Lybeck Miss  ,History,2.5,3.5,,,
University of Wisconsin - La Crosse,3978,Willem Vanroosenbeek  ,Not Specified,,4.7,100%,,
University of Wisconsin - La Crosse,3978,Nicholas Bakken  ,Social Science,4.7,2.4,93%,,
University of Wisconsin - La Crosse,3978,Laurie Kincman  ,Theater,3.8,2.6,100%,,
University of Wisconsin - La Crosse,3978,James Wheat  ,Music,3.3,2.6,,,
University of Wisconsin - La Crosse,3978,Andrew Lee Tucker  ,Music,4.8,2.6,,,
University of Wisconsin - La Crosse,3978,Kirsten Rosacker  ,Accounting,4.2,2.6,,,
University of Wisconsin - La Crosse,3978,Steven Senger  ,Computer Science,,2.6,,,
University of Wisconsin - La Crosse,3978,Rachel Slocum  ,Geography,2.2,2.6,,,
University of Wisconsin - La Crosse,3978,Jeremy Arney  ,Political Science,4.3,1.7,67%,,
University of Wisconsin - La Crosse,3978,Anthony Docan  ,Physical Education,,1.7,,,
University of Wisconsin - La Crosse,3978,Sharon Dansereau  ,English,2.4,1.7,,,
University of Wisconsin - La Crosse,3978,Alfredo Silva  ,Languages,4.4,1.7,,,
University of Wisconsin - La Crosse,3978,Daniel Widuch  ,Recreation Management,3.7,3.8,50%,,
University of Wisconsin - La Crosse,3978,Lalita Hogan  ,English,,2.3,53%,,
University of Wisconsin - La Crosse,3978,Kate Willson  ,Health Science,4.2,2.3,,,
University of Wisconsin - La Crosse,3978,Feng Liu  ,Marketing,,2.3,,,
University of Wisconsin - La Crosse,3978,Nabamita Dutta  ,Economics,2.9,2.4,28%,,
University of Wisconsin - La Crosse,3978,Scott Lee  ,Not Specified,4.8,2.4,,,
University of Wisconsin - La Crosse,3978,Preeti Chopra  ,Architecture,,2.4,,,
University of Wisconsin - La Crosse,3978,Gretchen Gerrish  ,Biology,3.7,3.2,89%,,
University of Wisconsin - La Crosse,3978,Susan Whitewater  ,Marketing,4.3,3.2,,,
University of Wisconsin - La Crosse,3978,Kelly Sultzbach  ,English,4.9,2.3,100%,,
University of Wisconsin - La Crosse,3978,Brian Gordon  ,Management,,2.3,,,
University of Wisconsin - La Crosse,3978,Amanda Goodenough  ,Education,,,100%,,
University of Wisconsin - La Crosse,3978,Seiko Arai  ,Management,3.2,,,,
University of Wisconsin - La Crosse,3978,Nicole Gullekson  ,Management,4.7,2.4,100%,,
University of Wisconsin - La Crosse,3978,Gita Pai  ,History,4.2,2.4,34%,,
University of Wisconsin - La Crosse,3978,Bonnie Schetski  ,Art History,3.1,2.4,,,
University of Wisconsin - La Crosse,3978,Martin Allen  ,Computer Science,4.4,2.9,92%,,
University of Wisconsin - La Crosse,3978,Kimberly Defazio  ,English,4.3,2.5,84%,,
University of Wisconsin - La Crosse,3978,Rosben Lopez  ,Languages,,2.5,,,
University of Wisconsin - La Crosse,3978,Rebecca Werren  ,Biology,4.2,3.1,82%,,
University of Wisconsin - La Crosse,3978,Kelly McDonough  ,Languages,4.3,3.1,,,
University of Wisconsin - La Crosse,3978,Matthew Field  ,Languages,,3.1,,,
University of Wisconsin - La Crosse,3978,Mark Mathison  ,Mathematics,2.2,3.1,,,
University of Wisconsin - La Crosse,3978,Janna Dziak-Morken  ,Communication,3.9,2.6,34%,,
University of Wisconsin - La Crosse,3978,Aileen Staffaroni  ,Health Science,,1.6,25%,,
University of Wisconsin - La Crosse,3978,Pete Ames  ,Political Science,4.1,1.6,,,
University of Wisconsin - La Crosse,3978,Jennifer Butler Modaff  ,Communication,,2.7,89%,,
University of Wisconsin - La Crosse,3978,Michael Lazzari  ,Microbiology,4.4,3.1,100%,,
University of Wisconsin - La Crosse,3978,Dennis Gaffney  ,Accounting,2.5,3.1,,,
University of Wisconsin - La Crosse,3978,Katy Kortenkamp  ,Psychology,,2.4,100%,,
University of Wisconsin - La Crosse,3978,Dave Annino  ,Information Systems,3.7,,67%,,
University of Wisconsin - La Crosse,3978,Ryan Friesen  ,English,3.7,2.7,80%,,
University of Wisconsin - La Crosse,3978,Julie Weiskopf  ,History,2.8,3.8,42%,,
University of Wisconsin - La Crosse,3978,Jennifer Howell  ,Languages,,3.8,,,
University of Wisconsin - La Crosse,3978,Rita Chen  ,Education,3.2,1.4,100%,,
University of Wisconsin - La Crosse,3978,Mary Pearson  ,Education,,1.4,,,
University of Wisconsin - La Crosse,3978,Tesia Marshik  ,Psychology,4.2,2.7,84%,,
University of Wisconsin - La Crosse,3978,Sergey Komissarov  ,Accounting,2.3,,8%,,
University of Wisconsin - La Crosse,3978,Tanya Cordes  ,Chemistry,4.8,2.3,100%,,
University of Wisconsin - La Crosse,3978,Jenny McCool  ,Mathematics,,2.3,,,
University of Wisconsin - La Crosse,3978,Lisa Kobs  ,Biology,3.1,3.2,50%,,
University of Wisconsin - La Crosse,3978,Christina Haynes  ,Ethnic Studies,2.8,2.3,38%,,
University of Wisconsin - La Crosse,3978,Futaba Fujie  ,Mathematics,2.6,2.3,,,
University of Wisconsin - La Crosse,3978,Holly Haworth  ,Education,,2.3,,,
University of Wisconsin - La Crosse,3978,Yuko Iwai  ,Education,4.4,2.3,,,
University of Wisconsin - La Crosse,3978,Heather Schenck  ,Chemistry,4.2,3.1,100%,,
University of Wisconsin - La Crosse,3978,Kunal Sethi  ,Marketing,3.5,3.1,,,
University of Wisconsin - La Crosse,3978,Ray Block  ,Political Science,4.5,2.1,100%,,
University of Wisconsin - La Crosse,3978,Hua Dai  ,Business,4.3,2.1,,,
University of Wisconsin - La Crosse,3978,Ann Epstein  ,Education,4.7,2.1,100%,,
University of Wisconsin - La Crosse,3978,Dan Modaff  ,Communication,3.9,3.5,80%,,
University of Wisconsin - La Crosse,3978,Jennifer Modaff  ,Communication,3.8,,100%,,
University of Wisconsin - La Crosse,3978,Nordia Thomas  ,Finance,2.8,,,,
University of Wisconsin - La Crosse,3978,Anita Baines  ,Biology,2.9,3.2,53%,,
University of Wisconsin - La Crosse,3978,Ian Muehlenhaus  ,Geography,4.2,3.2,,,
University of Wisconsin - La Crosse,3978,John Omwukupopo  ,Business,,3.2,,,
University of Wisconsin - La Crosse,3978,Gordon Appleton  ,English,,3.2,,,
University of Wisconsin - La Crosse,3978,Curt Brye  ,Finance,3.1,3.2,40%,,
University of Wisconsin - La Crosse,3978,Adam Van Liere  ,Political Science,3.8,2.9,85%,,
